Node_name	k	Bias	EF	UF	CF	EUF	ECF	UCF	EUCF	NCF	RoF	PMID	BF_as_integer
COX2	2	1	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	26446703	1
S1P	1	1	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	26446703	1
IL10	2	3	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	26446703	7
Proliferation	4	1	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	26446703	512
FOS	1	1	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	26446703	1
ASK1	2	1	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	26446703	4
ROS	2	1	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	26446703	4
SOD	2	3	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	26446703	7
CERAMIDE	2	1	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	26446703	2
MOMP	4	7	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	26446703	28912
BCL2	4	3	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	26446703	16576
ATM	1	1	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	26446703	1
CFLIP	1	1	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	26446703	1
SMAC	1	1	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	26446703	1
MDM2	4	1	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	26446703	64
SMASE	2	3	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	26446703	7
FADD	2	3	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	26446703	7
MEKK1	3	7	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	26446703	127
JNK	2	3	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	26446703	7
TREG	3	3	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	26446703	42
PGE2	1	1	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	26446703	1
PTEN	3	1	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	26446703	64
RAF	2	3	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	26446703	7
PI3K	3	3	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	26446703	76
MEK	2	3	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	26446703	7
ship2d	1	1	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	19662154	1
gsk3	2	3	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	19662154	14
p90rsk	2	1	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	19662154	1
akt	5	3	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	19662154	42
p70s6_1	2	3	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	19662154	7
erk12	1	1	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	19662154	1
jnk	2	1	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	19662154	1
rntre	2	1	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	19662154	1
erbb11	10	639	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	19662154	179769313444424326638834208574911969665452936927265147702692056800212479862746716130908047566134048480032005726706347683256491533977497035379295125732795961176764155979272124918559012818496474227482228407167329216933347497999760870405396360589119444144590157091673599774846193379917327215065406000480066994380
ccbl	1	1	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	19662154	1
shp2	1	1	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	19662154	1
gab1	3	7	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	19662154	127
cmyc	2	1	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	19662154	4
nucerk12	2	1	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	19662154	2
mtor_ric	1	1	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	19662154	1
pip3	3	1	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	19662154	8
pi34p2	3	1	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	19662154	4
rin1	1	1	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	19662154	1
ras	2	1	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	19662154	4
pi3k	6	31	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	19662154	1383505805528216371
ptend	1	1	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	19662154	1
bad	2	3	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	19662154	14
pak1	3	3	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	19662154	21
ip3	1	1	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	19662154	1
plcg	1	1	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	19662154	1
raf1	4	3	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	19662154	5376
aktd	1	1	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	19662154	1
vav2	3	3	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	19662154	7
mkk3	1	1	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	19662154	1
mlk3	1	1	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	19662154	1
mtor_rap	2	1	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	19662154	1
rheb	1	1	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	19662154	2
ap1	2	1	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	19662154	1
cfos	4	5	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	19662154	2602
cjun	1	1	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	19662154	1
mek12	2	3	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	19662154	7
endocyt_degrad	2	1	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	19662154	1
shp1d	1	1	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	19662154	1
p90rskerk12d	2	1	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	19662154	1
erbb13	12	383	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	19662154	214379961148462407689805174732110137111385366701421914514510442029807456322487798759913699204311148668927337290238044248783482560473905678950286107954543010170381888265521823903824937284780458933560226177601392274204915421831935135785961820407170394581720031045673488473272682631448496534101093853754360876480163524723156509722277607135890986260588252009155600212696659505830777218252889709285338003318699326378543316805933640683405296537852178847204841212637167930603649460890477963479329289099014720776101105608830499043714618180073399452664403274884603450587771435630993676012473164760596593620359941380555932946499142319854951830070026079655875388450049465993846174581445880601169665894984396292994072865539659090803263850447649250811428113607130335743720976714435740057672546292305523491859407848150195638955647310165061740546660290958730747066976940737479950903739511382810654162691072388688077523740038617595889873949646456856932960596738947317144152361889735099651226987094625405059780416146431956376138014650165517953987968904074176131834961772708683191048106606208316542912734075598929836681253574184544927262557895692561924512173343078069248168597386446192993330113184320716
elk1	2	1	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	19662154	2
erbb44	8	127	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	19662154	13479973327298218163408328416664646464972880326916656801836064309247
limk1	1	1	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	19662154	1
sos1	3	1	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	19662154	4
grb2	9	511	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	19662154	6703903964971298549787012499102923063739682910296196688861780721860882015036773488400937149083451713845015929093243025426876941405973284973216824503042047
nck	3	7	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	19662154	127
raccdc42	2	3	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	19662154	7
stat5	3	3	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	19662154	7
erbb24	14	4095	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	19662154	383161877873559545132719939520114874996529505491185801080728931258375193721221843443178275440742183078264943958060706772999652154715065740972363316425679019807915857513230574560848240927946369083669805216867866041883045792101765691067972709877391899923521094181471994653802301374948815033462702764484988911402125504845748914079226654533939768107725677351926804597948717364153302708301070727170329464860996794313953313283400655246268656754719899202565327040399583251502788570729830269867449234257498816465448357894960036602138728813154327834448754763849648348978820624138263700760495100935904103136854785552776897820344524475757679508195295376887043203071125665924369612133859504608695450741569239217548473072571165284063482311234205743640874649156997430517164604830019938795902414839665636854160210498193707350069062271521978253831828305352744221799390874287358846088921808369483639730658536961155746003058627432815811521731865975736608779085219715017824775025936318877680486526594369276140021317954595491246183680918217922540871933316650323316145889655407982231079161296187844391199777668259474328037786606204330181741059930153196637542130297421843311249854793306514739607904809615159176889988017630818662565077252022134345773048852924670260698180991588738998963552425928472928328634997159040880911897222591132694312200612705688896867626414369065511577108563657084961300881275203514325993905147360098864682303791763209778170182350695643421302767744716610517353313293854974584929606873846084647482174461226063154898809769561768063950167269579559646043353431277434632153430273453557345534543603625568998360243280386579066660367563043832236832894139467120255958398863945766591820634420458523705684222007923007130089937891789902569885102731222631492489519809832257122714023881119545869268348049877057908715724590769474061791096453578550381309869117384474258174437956781670641873402059272586977308213811452620069381424193259724918483470060076075976456309305529721633156726476886289743710942981746583348416377981360495222740708950753211603070151524071445399702020620418588052148192911950470618561196203896711450867194691928174224046759039459255705930292302969377589336185212703713268087454383543020858720209461115293031190223940426282515639586053109978794858939916163681868694361908117185963182116436683149754837672264387503679039294127026013908277520737473014583698188524421692694752365557382010241126874264322914286250672893469065747690957106633948387883062997355911390030375247379832898627916174459636770716093149892067583109971745327212721070952390147120055718564889430033834884734142885751299853534366258053196438600761744089079346013607850670043140301019022817674631793220141580429512296225723947064709692006643615645571664167849591559648612963618163645745059484315685837757873460284190294291569692647676069593765214761107617025042086495913654754348120119395329561777144750514034642622781721116153549244291908477547848709745959530578606073175808925712465897867435379203627503261633968432853765024717715784155482244604506367895278247888395226111364294256524327473807890471317629376426224048531949549218687306214780437740664302699971970205471380156407914231204391448521510189189179408574417261947063645831374620346959649176053234038372317229064689588289401604410576389147000005779109239561972362068116331448405202100621204460537624949952357498166623377234487606199920294061720746617217579237684420536711131251638284348078255454289216473799971818203853428885607228340961074739057153868806886654222910599524066467531715241179942010772012388979658516065740888140177437281441881330780382810117349156631600984685753970466231711749123659589261311704011204276920231869696196984823382189514628260626069201065026546830242833944664731374673632922808435741925432558229403663066817449177208006250064872642733101881738997683138964691538731249064739068409646349126340705458329769464301992390575980175046194600445339830437756236764662030420467218111193798786522212109370715409775084423602451329019862770399378896008220262356895581231279053551114146224489111136500979082822164127365064106791442528357885792201209790543263031087295108393056871065151012109430473613937540310630697950635386262582052264160606556838780782528059222364182774281103048150257802080218893922882153154697648108278025122949215840555979825286091147422527101186577989985650561235529205750257236111823180245157512651910377575661634339698901590329374171719706681984915935275733356248503987291018704474466165493117808230227649107483180065826297570428620748756253174095373562949718853880360381888989336090590041000148996967778273558405087938445102876480066116086807127574904202753982509322761941290444611574575245088978106587852699060157624782650605567
mk2	1	1	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	19662154	1
p38	3	7	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	19662154	127
dag	1	1	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	19662154	1
shc	8	255	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	19662154	57896044618658097711785492504343953926634992332820282019728792003956564819967
erbb34	7	15	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	19662154	604444463063240877801472
erbb14	12	255	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	19662154	68673039428453281110526621811579211297321711849119394033934142353739608005399303596370060604476179620033792004945834162067429546853638966294834738120356649932918510187614213223903435075396245551696091666870750048550075481272285276020559201212698825313375131883736276482785581768908300554861294652744401645122683505316203125295072790645685583222733187785604357556325678007208783897132722895551218250914956633170757226565586095094402568045443570991323729522542787572581462054001800769590755778396227361660336110601470894051392352157036643777368522363791593350391597290163184654366759815980814593854586808230724538835209642047908064583529018263187622684569466587137430270009006174452102768525828751574135739132884641430480019529258970176013773473296621914033911271791106458453881547448274367884029755541101651778959541102484533512618953254837448676563680529663012481059148960793974854067683113263950917308459074141889759564718774615248107158876326788072473022805383453491647035629042599159689100840166885457254919410161672658695172745548791808
erbb23	8	63	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	19662154	3423913228328792196818997428435771646196854399740407364172095854477567
erbb12	9	63	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	19662154	237252889972290509375828182058482648143647177527772643718840466055941447423207247683098468398484939265776037423966178780512772874170460989011525836
hsp27	1	1	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	19662154	1
mkk4	3	7	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	19662154	127
mkk6	1	1	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	19662154	1
mkk7	1	1	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	19662154	1
mekk1	1	1	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	19662154	1
p70s6_2	3	1	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	19662154	1
mekk4	1	1	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	19662154	1
shp1	1	1	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	19662154	1
pro_apoptotic	1	1	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	19662154	1
tsc1_tsc2	1	1	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	19662154	2
actinreorg	1	1	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	19662154	1
rab5a	2	1	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	19662154	2
ca	1	1	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	19662154	1
stat3	2	1	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	19662154	1
creb	2	3	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	19662154	7
pkc	3	1	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	19662154	1
stat1	2	1	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	19662154	1
rasgap	2	1	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	19662154	2
sos1esp8e3b1	4	1	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	19662154	1
ERK1/2	2	1	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	28361666	4
MEK1	1	1	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	28361666	1
ERBB2/3	1	1	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	28361666	1
EGFR/ERBB2	1	1	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	28361666	1
SP1	1	1	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	28361666	1
PIP3	2	1	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	28361666	2
PIK3CA	3	7	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	28361666	127
SRF-ELK1	2	1	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	28361666	1
RP6SKB1	4	13	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	28361666	15359
AKT	3	7	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	28361666	251
PDPK1	1	1	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	28361666	1
AR/AR	2	3	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	28361666	7
AR/HSP	1	1	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	28361666	1
Raf	3	5	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	28361666	117
TMPRSS2	2	1	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	28361666	2
BCL2	1	1	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	28361666	2
BAD	2	1	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	28361666	8
EFGR	2	3	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	28361666	7
CDK2-CyclinE	1	1	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	28361666	2
p21	1	1	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	28361666	2
TSC1/2	2	3	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	28361666	13
PSA	2	1	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	28361666	2
IRS1	2	1	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	28361666	4
IGFR1A/B	1	1	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	28361666	1
mTOR	1	1	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	28361666	1
RHEB	1	1	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	28361666	2
Ras	1	1	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	28361666	1
GRB2/SOS	5	23	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	28361666	1002159035
PI	6	27	TRUE	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	20303988	33496033354253175
FUL	2	1	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	20303988	4
TFL1	4	2	FALSE	TRUE	TRUE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	20303988	48
AP2	1	1	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	20303988	1
AP1	6	26	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	FALSE	FALSE	20303988	17294101849317637888
FT	1	1	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	20303988	2
EMF1	1	1	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	20303988	1
AP3	7	41	TRUE	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	20303988	1351539243184454444107709747007
AG	8	73	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	FALSE	FALSE	20303988	58123087938895276820951150799726505123937301513778334559501661279809673415884
WUS	3	3	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	20303988	14
SEP	1	1	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	20303988	1
TGFB	3	7	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	25189528	127
GSK3B	2	1	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	25189528	8
SOS/GRB2	3	3	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	25189528	42
NOTCH	4	15	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	25189528	49151
AXIN2	2	3	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	25189528	7
GLI	3	7	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	25189528	127
AKT	4	15	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	25189528	49151
SMAD	4	9	TRUE	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	25189528	3003
MEK	5	29	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	25189528	2952773631
B-Catenin_nuc	5	7	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	25189528	2160115904
SNAI1	8	255	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	25189528	86844066927987146567678238756515930889952488499230423029593188005934847229951
B-Catenin_memb	2	1	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	25189528	2
E-cadherin	8	125	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	25189528	38597363079105398474523661669562635951089994888546854679819194669300081579092
SNAI2	4	15	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	25189528	32767
miR200	3	1	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	25189528	128
ZEB1	2	1	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	25189528	4
ZEB2	2	1	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	25189528	2
AKT	2	3	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	25189528	7
AXIN2	2	3	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	25189528	7
B-Catenin_memb	2	1	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	25189528	4
B-Catenin_nuc	4	3	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	25189528	57344
BTrCP	1	1	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	25189528	2
CD44	1	1	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	25189528	1
CDC42	2	3	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	25189528	7
c-fos	1	1	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	25189528	1
cMet	2	3	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	25189528	7
Csn	1	1	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	25189528	1
DELTA	1	1	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	25189528	1
DSH	1	1	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	25189528	1
E-Cadherin	8	127	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	25189528	38597363079105398474523661669562635951089994888546854679819194669304376546644
EGFR	1	1	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	25189528	1
EGR1	1	1	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	25189528	1
EMT	2	3	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	25189528	11
ERK	1	1	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	25189528	1
FGFR	1	1	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	25189528	1
FOXC2	3	7	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	25189528	127
Frizzled	1	1	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	25189528	1
FUS	1	1	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	25189528	1
GLI	2	3	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	25189528	11
GSK3B	5	7	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	25189528	3233857664
HEY1	2	3	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	25189528	7
HIF1A	1	1	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	25189528	1
IGF1R	1	1	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	25189528	1
IKKA	1	1	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	25189528	1
ILK	1	1	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	25189528	1
Jagged	2	3	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	25189528	7
