Node_name	k	BF_as_integer	Bias	EF	UF	CF	EUF	ECF	UCF	EUCF	NCF	RoF	PMID
elk1	2	2	1	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	19662154
erbb44	8	13479973327298218163408328416664646464972880326916656801836064309247	127	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	19662154
limk1	1	1	1	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	19662154
sos1	3	4	1	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	19662154
grb2	9	6703903964971298549787012499102923063739682910296196688861780721860882015036773488400937149083451713845015929093243025426876941405973284973216824503042047	511	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	19662154
nck	3	127	7	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	19662154
raccdc42	2	7	3	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	19662154
stat5	3	7	3	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	19662154
erbb24	14	383161877873559545132719939520114874996529505491185801080728931258375193721221843443178275440742183078264943958060706772999652154715065740972363316425679019807915857513230574560848240927946369083669805216867866041883045792101765691067972709877391899923521094181471994653802301374948815033462702764484988911402125504845748914079226654533939768107725677351926804597948717364153302708301070727170329464860996794313953313283400655246268656754719899202565327040399583251502788570729830269867449234257498816465448357894960036602138728813154327834448754763849648348978820624138263700760495100935904103136854785552776897820344524475757679508195295376887043203071125665924369612133859504608695450741569239217548473072571165284063482311234205743640874649156997430517164604830019938795902414839665636854160210498193707350069062271521978253831828305352744221799390874287358846088921808369483639730658536961155746003058627432815811521731865975736608779085219715017824775025936318877680486526594369276140021317954595491246183680918217922540871933316650323316145889655407982231079161296187844391199777668259474328037786606204330181741059930153196637542130297421843311249854793306514739607904809615159176889988017630818662565077252022134345773048852924670260698180991588738998963552425928472928328634997159040880911897222591132694312200612705688896867626414369065511577108563657084961300881275203514325993905147360098864682303791763209778170182350695643421302767744716610517353313293854974584929606873846084647482174461226063154898809769561768063950167269579559646043353431277434632153430273453557345534543603625568998360243280386579066660367563043832236832894139467120255958398863945766591820634420458523705684222007923007130089937891789902569885102731222631492489519809832257122714023881119545869268348049877057908715724590769474061791096453578550381309869117384474258174437956781670641873402059272586977308213811452620069381424193259724918483470060076075976456309305529721633156726476886289743710942981746583348416377981360495222740708950753211603070151524071445399702020620418588052148192911950470618561196203896711450867194691928174224046759039459255705930292302969377589336185212703713268087454383543020858720209461115293031190223940426282515639586053109978794858939916163681868694361908117185963182116436683149754837672264387503679039294127026013908277520737473014583698188524421692694752365557382010241126874264322914286250672893469065747690957106633948387883062997355911390030375247379832898627916174459636770716093149892067583109971745327212721070952390147120055718564889430033834884734142885751299853534366258053196438600761744089079346013607850670043140301019022817674631793220141580429512296225723947064709692006643615645571664167849591559648612963618163645745059484315685837757873460284190294291569692647676069593765214761107617025042086495913654754348120119395329561777144750514034642622781721116153549244291908477547848709745959530578606073175808925712465897867435379203627503261633968432853765024717715784155482244604506367895278247888395226111364294256524327473807890471317629376426224048531949549218687306214780437740664302699971970205471380156407914231204391448521510189189179408574417261947063645831374620346959649176053234038372317229064689588289401604410576389147000005779109239561972362068116331448405202100621204460537624949952357498166623377234487606199920294061720746617217579237684420536711131251638284348078255454289216473799971818203853428885607228340961074739057153868806886654222910599524066467531715241179942010772012388979658516065740888140177437281441881330780382810117349156631600984685753970466231711749123659589261311704011204276920231869696196984823382189514628260626069201065026546830242833944664731374673632922808435741925432558229403663066817449177208006250064872642733101881738997683138964691538731249064739068409646349126340705458329769464301992390575980175046194600445339830437756236764662030420467218111193798786522212109370715409775084423602451329019862770399378896008220262356895581231279053551114146224489111136500979082822164127365064106791442528357885792201209790543263031087295108393056871065151012109430473613937540310630697950635386262582052264160606556838780782528059222364182774281103048150257802080218893922882153154697648108278025122949215840555979825286091147422527101186577989985650561235529205750257236111823180245157512651910377575661634339698901590329374171719706681984915935275733356248503987291018704474466165493117808230227649107483180065826297570428620748756253174095373562949718853880360381888989336090590041000148996967778273558405087938445102876480066116086807127574904202753982509322761941290444611574575245088978106587852699060157624782650605567	4095	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	19662154
mk2	1	1	1	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	19662154
p38	3	127	7	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	19662154
dag	1	1	1	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	19662154
shc	8	57896044618658097711785492504343953926634992332820282019728792003956564819967	255	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	19662154
erbb34	7	604444463063240877801472	15	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	19662154
erbb14	12	68673039428453281110526621811579211297321711849119394033934142353739608005399303596370060604476179620033792004945834162067429546853638966294834738120356649932918510187614213223903435075396245551696091666870750048550075481272285276020559201212698825313375131883736276482785581768908300554861294652744401645122683505316203125295072790645685583222733187785604357556325678007208783897132722895551218250914956633170757226565586095094402568045443570991323729522542787572581462054001800769590755778396227361660336110601470894051392352157036643777368522363791593350391597290163184654366759815980814593854586808230724538835209642047908064583529018263187622684569466587137430270009006174452102768525828751574135739132884641430480019529258970176013773473296621914033911271791106458453881547448274367884029755541101651778959541102484533512618953254837448676563680529663012481059148960793974854067683113263950917308459074141889759564718774615248107158876326788072473022805383453491647035629042599159689100840166885457254919410161672658695172745548791808	255	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	19662154
erbb23	8	3423913228328792196818997428435771646196854399740407364172095854477567	63	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	19662154
erbb12	9	237252889972290509375828182058482648143647177527772643718840466055941447423207247683098468398484939265776037423966178780512772874170460989011525836	63	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	19662154
hsp27	1	1	1	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	19662154
mkk4	3	127	7	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	19662154
mkk6	1	1	1	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	19662154
mkk7	1	1	1	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	19662154
mekk1	1	1	1	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	19662154
p70s6_2	3	1	1	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	19662154
mekk4	1	1	1	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	19662154
shp1	1	1	1	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	19662154
pro_apoptotic	1	1	1	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	19662154
tsc1_tsc2	1	2	1	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	19662154
actinreorg	1	1	1	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	19662154
rab5a	2	2	1	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	19662154
ca	1	1	1	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	19662154
stat3	2	1	1	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	19662154
creb	2	7	3	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	19662154
pkc	3	1	1	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	19662154
stat1	2	1	1	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	19662154
rasgap	2	2	1	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	19662154
sos1esp8e3b1	4	1	1	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	19662154
ERK1/2	2	4	1	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	28361666
MEK1	1	1	1	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	28361666
ERBB2/3	1	1	1	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	28361666
EGFR/ERBB2	1	1	1	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	28361666
SP1	1	1	1	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	28361666
PIP3	2	2	1	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	28361666
PIK3CA	3	127	7	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	28361666
SRF-ELK1	2	1	1	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	28361666
RP6SKB1	4	15359	13	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	28361666
AKT	3	251	7	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	28361666
PDPK1	1	1	1	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	28361666
AR/AR	2	7	3	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	28361666
AR/HSP	1	1	1	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	28361666
Raf	3	117	5	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	28361666
TMPRSS2	2	2	1	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	28361666
BCL2	1	2	1	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	28361666
BAD	2	8	1	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	28361666
EFGR	2	7	3	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	28361666
CDK2-CyclinE	1	2	1	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	28361666
p21	1	2	1	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	28361666
TSC1/2	2	13	3	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	28361666
PSA	2	2	1	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	28361666
IRS1	2	4	1	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	28361666
IGFR1A/B	1	1	1	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	28361666
mTOR	1	1	1	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	28361666
RHEB	1	2	1	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	28361666
Ras	1	1	1	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	28361666
GRB2/SOS	5	1002159035	23	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	28361666
PI	6	33496033354253175	27	TRUE	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	20303988
FUL	2	4	1	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	20303988
TFL1	4	48	2	FALSE	TRUE	TRUE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	20303988
AP2	1	1	1	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	20303988
AP1	6	17294101849317637888	26	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	FALSE	FALSE	20303988
FT	1	2	1	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	20303988
EMF1	1	1	1	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	20303988
AP3	7	1351539243184454444107709747007	41	TRUE	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	20303988
AG	8	58123087938895276820951150799726505123937301513778334559501661279809673415884	73	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	FALSE	FALSE	20303988
WUS	3	14	3	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	20303988
SEP	1	1	1	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	20303988
TGFB	3	127	7	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	25189528
GSK3B	2	8	1	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	25189528
SOS/GRB2	3	42	3	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	25189528
NOTCH	4	49151	15	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	25189528
AXIN2	2	7	3	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	25189528
GLI	3	127	7	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	25189528
AKT	4	49151	15	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	25189528
SMAD	4	3003	9	TRUE	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	25189528
MEK	5	2952773631	29	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	25189528
B-Catenin_nuc	5	2160115904	7	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	25189528
SNAI1	8	86844066927987146567678238756515930889952488499230423029593188005934847229951	255	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	25189528
B-Catenin_memb	2	2	1	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	25189528
E-cadherin	8	38597363079105398474523661669562635951089994888546854679819194669300081579092	125	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	25189528
SNAI2	4	32767	15	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	25189528
miR200	3	128	1	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	25189528
ZEB1	2	4	1	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	25189528
ZEB2	2	2	1	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	25189528
AKT	2	7	3	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	25189528
AXIN2	2	7	3	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	25189528
B-Catenin_memb	2	4	1	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	25189528
B-Catenin_nuc	4	57344	3	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	25189528
BTrCP	1	2	1	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	25189528
CD44	1	1	1	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	25189528
CDC42	2	7	3	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	25189528
c-fos	1	1	1	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	25189528
cMet	2	7	3	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	25189528
Csn	1	1	1	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	25189528
DELTA	1	1	1	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	25189528
DSH	1	1	1	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	25189528
E-Cadherin	8	38597363079105398474523661669562635951089994888546854679819194669304376546644	127	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	25189528
EGFR	1	1	1	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	25189528
EGR1	1	1	1	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	25189528
EMT	2	11	3	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	25189528
ERK	1	1	1	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	25189528
FGFR	1	1	1	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	25189528
FOXC2	3	127	7	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	25189528
Frizzled	1	1	1	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	25189528
FUS	1	1	1	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	25189528
GLI	2	11	3	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	25189528
GSK3B	5	3233857664	7	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	25189528
HEY1	2	7	3	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	25189528
HIF1A	1	1	1	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	25189528
IGF1R	1	1	1	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	25189528
IKKA	1	1	1	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	25189528
ILK	1	1	1	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	25189528
Jagged	2	7	3	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	25189528
LIV1	1	1	1	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	25189528
LOXL23	1	1	1	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	25189528
MEK	2	13	3	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	25189528
miR200	3	128	1	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	25189528
NFKB	1	1	1	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	25189528
NOTCH	2	7	3	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	25189528
NOTCH_ic	1	1	1	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	25189528
PAK1	1	1	1	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	25189528
Patched	1	2	1	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	25189528
PDGFR	1	1	1	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	25189528
PI3K	1	1	1	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	25189528
RAF	1	1	1	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	25189528
RAS	4	63487	15	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	25189528
RKIP	2	14	3	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	25189528
SHH	2	7	3	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	25189528
SNAI2	4	32767	15	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	25189528
SMAD	4	3003	9	TRUE	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	25189528
SMO	1	2	1	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	25189528
SNAI1	10	168533731393342116349622361636471068776685341775841241193840701085374383567657152936914197489757065019800106762379431272805115408263515583587044466224506991604157400085811392446533330876168213236987265267579692908285766264696058951381793541132025534840641103766799654599950543067324734035783146559022710128639	1023	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	25189528
SOS/GRB2	7	56713727820156410577229101238628035242	63	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	25189528
SRC	5	2147483647	31	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	25189528
STAT	1	1	1	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	25189528
SUFU	1	2	1	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	25189528
TCF/LEF	1	1	1	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	25189528
TGFB	4	32767	15	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	25189528
TGFBR	1	1	1	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	25189528
TWIST1	5	2147483647	31	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	25189528
Wnt	1	1	1	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	25189528
ZEB1	4	10922	7	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	25189528
ZEB2	4	10922	7	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	25189528
Snail	3	84	3	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	30104572
mu34	2	8	1	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	30104572
Zeb	3	241	5	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	30104572
mu200	3	205	5	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	30104572
axin	2	13	3	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	29596489
GSK3B	3	128	1	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	29596489
DC	2	1	1	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	29596489
B-catenin	1	2	1	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	29596489
FoxO	4	8738	4	FALSE	TRUE	TRUE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	29596489
Rho	5	143165576	7	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	29596489
MEKK1	2	7	3	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	29596489
JNK	2	7	3	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	29596489
PKC	3	127	7	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	29596489
IRS	3	84	3	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	29596489
Akt	2	7	3	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	29596489
TSC2	3	213	5	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	29596489
mTORC1	1	2	1	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	29596489
S6K	2	7	3	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	29596489
Ras	2	7	3	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	29596489
Raf	3	42	3	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	29596489
ERK	1	1	1	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	29596489
mTORC2	4	2184	3	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	29596489
RIP1	3	112	3	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	20221256
DISC-FAS	2	1	1	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	20221256
CASP8	4	28912	7	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	20221256
TNFR	1	1	1	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	20221256
cFLIP	1	1	1	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	20221256
NFkB	2	4	1	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	20221256
XIAP	2	2	1	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	20221256
SMAC	1	1	1	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	20221256
apoptosome	3	2	1	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	20221256
Cyt_c	1	1	1	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	20221256
ATP	1	2	1	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	20221256
CASP3	2	2	1	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	20221256
survival	1	1	1	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	20221256
BCL2	1	1	1	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	20221256
apoptosis	1	1	1	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	20221256
RIP1ub	2	1	1	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	20221256
cIAP	3	42	3	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	20221256
IKK	1	1	1	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	20221256
DISC-TNF	2	1	1	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	20221256
